FID,time,profile,depth,segment,distance,start_latitude,start_longitude,start_time,bottom_depth,ctd_bottle_closure_time,ctd_pressure,ctd_depth,ctd_latitude,ctd_longitude,ctd_temperature_1,ctd_temperature_2,ctd_conductivity_1,ctd_conductivity_2,ctd_salinity_1,ctd_salinity_2,ctd_oxygen,ctd_oxygen_saturation,ctd_fluorescence,ctd_beam_attenuation,ctd_beam_transmission,ctd_ph,discrete_oxygen,discrete_chlorophyll,discrete_phaeopigment,discrete_fofa_ratio,discrete_phosphate,discrete_silicate,discrete_nitrate,discrete_nitrite,discrete_ammonium,discrete_salinity,discrete_dic,discrete_pco2,pco2_analysis_temp,calculated_alkalinity,calculated_ph,calculated_co2aq,calculated_bicarb,calculated_co3,calculated_omega_c,calculated_omega_a,geom,source,source_id
fffe2293-19ad-55f4-83dd-1e97b5854063.85,2017-08-06T08:04:31,9,100.075996,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:23:31,100.914,100.076,44.37558,-124.9543,8.3637,8.3639,3.549097,3.549443,33.8251,33.8287,98.871888,294.591246,0.334,12.3884,4.5181,7.746,131.512798,,,,,,,,,,,,,,,,,,,,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.86,2017-08-06T08:04:31,9,80.366997,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:24:54,81.036,80.367,44.37557,-124.95432,8.8274,8.8279,3.576793,3.577168,33.6833,33.6867,104.159585,291.829943,0.579,12.3927,4.5132,7.773,128.171136,,,,,,,,,33.705,,,,,,,,,,,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.87,2017-08-06T08:04:31,9,80.151001,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:24:39,80.818,80.151,44.37558,-124.9543,8.8263,8.8269,3.576666,3.577056,33.6831,33.6866,104.137255,291.837088,0.77,12.4031,4.5014,7.768,136.352444,,,,2.02,26.96,26.39,0.05,0.44,33.72,2198.350455,817.74,23.4,2262.23,7.753,37.6,2093.79,66.96,1.535,0.996,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.88,2017-08-06T08:04:31,9,60.119999,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:26:17,60.618,60.12,44.37558,-124.95432,8.9573,8.9575,3.566571,3.567179,33.463,33.4691,110.34494,291.40523,1.1,12.4711,4.4256,7.795,,,,,1.85,23.48,23.09,0.11,2.51,,2193.491308,797.29,23.5,2260.54,7.764,36.54,2088.46,68.48,1.579,1.024,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.89,2017-08-06T08:04:31,9,40.203999,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:27:39,40.535,40.204,44.37558,-124.95432,8.9987,8.9963,3.526214,3.526507,33.013,33.0182,140.374055,291.985805,1.28,12.4398,4.4603,7.843,,1.41,0.669,1.67,1.52,13.74,16.43,0.18,0.34,,2143.894319,713.26,23.5,2221.05,7.804,32.73,2038.7,72.46,1.684,1.092,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.90,2017-08-06T08:04:31,9,40.092999,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:27:55,40.422,40.093,44.37556,-124.95432,8.993,8.992,3.526161,3.52654,33.0177,33.0226,139.623773,292.013494,1.34,12.4482,4.4512,7.853,,1.46,0.701,1.66,,,,,,,,,,,,,,,,,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.91,2017-08-06T08:04:31,9,20.215,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:29:04,20.38,20.215,44.37558,-124.95432,9.5701,9.5684,3.553959,3.554533,32.7823,32.7897,168.375624,288.756469,1.82,12.5008,4.3929,7.925,,,,,1.04,4.27,6.65,0.15,0.76,32.812,2099.2148,618.61,23.6,2194.81,7.858,27.89,1989.95,81.38,1.902,1.235,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.92,2017-08-06T08:04:31,9,119.75,0,821924.9375,44.3755,-124.95417,2017-08-06T08:04:31,5000,2017-08-06T08:22:06,120.759,119.75,44.37556,-124.95431,8.1369,8.1376,3.532272,3.532653,33.8554,33.8588,90.62326,296.035984,0.515,12.3856,4.5211,7.737,,,,,2.22,33.66,29.55,0.05,0.11,,2221.087047,842.31,24.5,2279.35,7.74,39.61,2116.95,64.53,1.466,0.95,POINT (-124.95417 44.3755),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.93,2017-08-13T20:01:18,10,1497.322021,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:24:21,1515.179,1497.322,45.8305,-129.74718,2.4245,2.4246,3.142463,3.142703,34.5168,34.5197,22.325334,337.414889,0.0588,12.3316,4.5826,,3.146164,0.008,0.001,1.89,3.3,137.97,45.61,0.02,0.12,34.52,2383.506604,1002.8,23,2397.78,7.609,57.62,2279.65,46.23,0.786,0.513,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.94,2017-08-13T20:01:18,10,2599.025879,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T20:55:07,2636.939,2599.026,45.8305,-129.74718,1.8105,1.8109,3.142352,3.142563,34.6215,34.6235,56.847205,342.403813,0.0514,12.3355,4.5782,,65.92581,0.012,0.005,1.71,3.05,148.12,42.5,0.02,0.09,34.626,2414.982704,767.99,22.9,2461.01,7.676,45.14,2311.94,57.91,0.786,0.519,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.95,2017-08-13T20:01:18,10,953.817017,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:34:49,963.93,953.817,45.8305,-129.74718,3.3694,3.3681,3.188455,3.188631,34.3556,34.359,7.601064,329.988891,0.0609,12.3337,4.5802,,-10.184237,0.011,0.003,1.76,3.4,111.61,46.03,0.02,0.05,34.361,2399.022284,1264.92,22.9,2389.31,7.541,70.24,2289.4,39.38,0.752,0.488,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.96,2017-08-13T20:01:18,10,45.347,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:56:24,45.727,45.347,45.8305,-129.74716,11.3554,11.367,3.696405,3.69822,32.5965,32.604,238.116055,278.152493,1.37,12.4836,4.4117,,337.521755,0.256,0.143,1.63,0.5,4.06,0.35,0.04,0.1,32.611,1996.554676,334.36,22.9,2192.55,8.097,14.23,1842.92,139.4,3.25,2.117,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.97,2017-08-13T20:01:18,10,99.559998,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:51:56,100.407,99.56,45.8305,-129.74718,8.2173,8.2183,3.458533,3.459436,33.0046,33.0133,179.683435,297.142202,0.286,12.3541,4.5569,,246.595783,0.125,0.104,1.54,1.31,14.29,14.43,0.06,0.15,33.067,2112.357734,507.32,22.9,2230.85,7.937,23.91,1994.57,93.88,2.156,1.397,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.98,2017-08-13T20:01:18,10,79.815002,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:54:13,80.49,79.815,45.8305,-129.74717,8.229,8.2295,3.432416,3.43296,32.7261,32.7314,207.376853,297.602642,0.565,12.3663,4.543,,296.421631,0.227,0.101,1.68,0.94,8.61,7.48,0.46,0.09,32.73,2067.454087,398.33,22.9,2218.65,8.03,18.79,1936.45,112.21,2.593,1.68,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.99,2017-08-13T20:01:18,10,20.084999,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:58:03,20.252,20.085,45.83052,-129.74718,17.1547,17.1562,4.231644,4.232219,32.6238,32.6276,188.485842,247.286011,0.182,12.3991,4.5059,,263.863635,0.06,0.012,1.82,0.37,4.32,0.03,0.02,0.1,32.634,1994.508153,412,23.1,2196.23,8.022,14.67,1834.68,145.16,3.412,2.245,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.100,2017-08-13T20:01:18,10,10.276,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:59:14,10.361,10.276,45.8305,-129.74716,17.2335,17.2304,4.238414,4.238652,32.622,32.6265,188.905642,246.913996,0.13,12.3944,4.5112,,257.637249,0.057,0.01,1.83,0.38,4.26,0.09,0.02,0.14,32.631,2002.092706,402.98,22.9,2210.16,8.033,14.31,1838.25,149.53,3.522,2.317,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.101,2017-08-13T20:01:18,10,2.352,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T22:00:30,2.372,2.352,45.8305,-129.74714,17.3151,17.3124,4.245507,4.245781,32.6199,32.6245,188.838653,246.529477,0.0916,12.3938,4.5119,,265.137698,0.065,0.019,1.76,0.37,4.19,0.08,0.02,0.1,32.629,2010.772323,427.82,22.9,2209.01,8.011,15.16,1852.11,143.5,3.383,2.226,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.102,2017-08-13T20:01:18,10,199.658005,0,1232242.5,45.8305,-129.74683,2017-08-13T20:01:18,5000,2017-08-13T21:48:51,201.406,199.658,45.8305,-129.74716,7.1663,7.1704,3.451289,3.451971,33.8876,33.891,119.911026,302.559858,0.058,12.3468,4.5652,,163.266442,,,,2.03,36.4,27.59,0.04,0.14,33.895,2218.388425,723.09,22.8,2291.67,7.798,35.15,2111.86,71.38,1.595,1.033,POINT (-129.74683 45.8305),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.103,2017-08-17T07:36:34,11,2599.025879,0,1603728.75,44.52917,-125.3925,2017-08-17T07:36:34,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.104,2017-08-17T08:00:53,12,2599.025879,0,1603728.75,44.52917,-125.3925,2017-08-17T08:00:53,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.105,2017-08-17T08:17:13,13,20.032,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:43:06,20.196,20.032,44.52922,-125.39256,15.3744,15.371,4.064674,4.064908,32.6164,32.6213,203.996121,256.062516,0.329,12.4508,4.4481,8.149,,,,,0.33,2.64,0.01,0.01,0.02,,1990.618284,366.41,22.8,2200.61,8.066,13.75,1827.14,149.73,3.514,2.305,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.106,2017-08-17T08:17:13,13,220.391006,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:26:15,222.305,220.391,44.52924,-125.39256,7.5535,7.5539,3.496284,3.496679,33.9873,33.9912,53.560258,299.705216,0.0655,12.4372,4.4632,7.626,,,,,,,,,,33.995,,,,,,,,,,,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.107,2017-08-17T08:17:13,13,10.556,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:44:13,10.642,10.556,44.52922,-125.39256,17.0919,17.0721,4.117332,4.116496,31.6944,31.7028,193.925381,248.981736,0.256,12.4413,4.4587,8.24,263.892996,0.132,0.039,1.76,0.16,2.14,0.1,0.01,0.06,31.707,1933.375069,315.06,22.8,2174.13,8.12,11.29,1752.36,169.72,4.033,2.653,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.108,2017-08-17T08:17:13,13,200.776993,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:27:28,202.511,200.777,44.52924,-125.39255,7.5877,7.5886,3.498004,3.498436,33.982,33.9858,52.859103,299.483258,0.066,12.441,4.4589,7.621,,,,,2.62,44.8,34.82,0.24,0,,2252.051931,1117,22.8,2273.12,7.619,53.48,2149.65,48.92,1.093,0.708,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.109,2017-08-17T08:17:13,13,180.276993,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:29:13,181.824,180.277,44.52924,-125.39255,7.6224,7.6229,3.498984,3.499382,33.9685,33.9724,52.51969,299.273358,0.0697,12.4263,4.4753,7.616,56.97808,0.032,0.144,1.18,2.64,43,34.75,0.28,0.01,,2273.585458,1213.57,22.9,2285.42,7.588,58.04,2169.59,45.96,1.031,0.668,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.110,2017-08-17T08:17:13,13,10.148,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:44:21,10.231,10.148,44.52922,-125.39256,17.1126,17.1129,4.118894,4.119395,31.6918,31.6958,193.590434,248.886164,0.273,12.4408,4.4592,8.242,263.365348,0.104,0.038,1.72,,,,,,31.706,,,,,,,,,,,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.111,2017-08-17T08:17:13,13,220.276001,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:26:06,222.188,220.276,44.52924,-125.39256,7.5535,7.5539,3.496291,3.496685,33.9874,33.9913,53.618316,299.70477,0.0659,12.4376,4.4628,7.626,61.608503,,,,2.6,44.65,34.94,0.12,0.05,33.994,2266.176832,1107.62,22.8,2288.9,7.624,53.09,2163.24,49.85,1.109,0.719,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.112,2017-08-17T08:17:13,13,121.261002,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:33:51,122.284,121.261,44.52924,-125.39256,7.9462,7.948,3.518646,3.519104,33.8935,33.8967,77.604987,297.235541,0.0666,12.3809,4.5265,7.678,,,,,2.33,37.23,31.88,0.06,0,,2223.368976,996.86,22.8,2258.96,7.667,47.17,2121.86,54.35,1.234,0.799,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.113,2017-08-17T08:17:13,13,101.200996,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:35:32,102.05,101.201,44.52924,-125.39256,8.2883,8.2897,3.543616,3.544076,33.839,33.8426,93.079538,295.062851,0.0714,12.3689,4.5401,7.733,,,,,2.17,32.73,29.1,0.03,0,33.844,2210.536322,848.78,22.9,2267.84,7.736,39.71,2106.93,63.9,1.457,0.944,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.114,2017-08-17T08:17:13,13,80.551003,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:37:15,81.222,80.551,44.52922,-125.39255,8.8909,8.8916,3.582257,3.582717,33.6801,33.6843,105.905775,291.42488,0.0789,12.3594,4.5509,7.776,,,,,1.95,26.25,25.46,0.04,0.03,,2184.89305,785.93,22.9,2253.45,7.767,36.06,2079.88,68.95,1.581,1.025,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.115,2017-08-17T08:17:13,13,60.691002,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:39:25,61.194,60.691,44.52924,-125.39256,9.389,9.3904,3.562877,3.563786,33.022,33.03,160.439613,289.461644,0.307,12.3682,4.5408,7.936,,,,,1.24,12.29,13.54,0.15,0.08,,2102.618701,526.64,22.9,2222.01,7.924,23.85,1984.17,94.6,2.189,1.421,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.116,2017-08-17T08:17:13,13,40.509998,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:41:43,40.844,40.51,44.52922,-125.39256,10.8232,10.8225,3.659059,3.659428,32.7023,32.7066,213.410365,281.14692,0.547,12.3935,4.5122,8.104,296.638158,0.381,0.144,1.71,0.55,3.63,1.08,0.11,0.33,32.71,2032.700969,364.32,22.9,2214.33,8.068,15.77,1885.86,131.08,3.055,1.988,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.117,2017-08-17T08:17:13,13,40.325001,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:41:54,40.657,40.325,44.52922,-125.39256,10.8253,10.8304,3.65923,3.660063,32.7022,32.7059,213.209396,281.133968,0.586,12.393,4.5129,8.107,296.271963,0.359,0.146,1.7,,,,,,32.708,,,,,,,,,,,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.118,2017-08-17T08:17:13,13,139.309006,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:32:14,140.491,139.309,44.52924,-125.39256,7.7215,7.7221,3.503069,3.503478,33.9357,33.9396,57.633214,298.665988,0.0652,12.4014,4.5034,7.621,,0.027,0.144,1.16,2.54,42.33,33.98,0.23,0,,2241.759183,1148.51,22.8,2259.4,7.608,54.75,2139.53,47.48,1.073,0.695,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.119,2017-08-17T08:17:13,13,160.203003,0,1603728.75,44.52917,-125.3925,2017-08-17T08:17:13,5000,2017-08-17T08:30:44,161.57,160.203,44.52924,-125.39255,7.6311,7.6312,3.497037,3.497444,33.9488,33.953,53.953263,299.253261,0.0668,12.402,4.5027,7.616,,,,,2.61,42.61,34.51,0.15,0,33.955,2262.209546,1107.55,22.8,2285.1,7.626,52.96,2159.34,49.91,1.124,0.728,POINT (-125.3925 44.52917),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.120,2017-08-23T09:37:00,14,220.391006,0,1976084.25,45.82966,-129.75931,2017-08-23T09:37:00,5000,2017-08-23T09:42:00,2591.635,,,,1.9869,,3.150332,,34.553,,,,,,,,71.126172,0.002,0,2,,,,,,34.622,,,,,,,,,,,POINT (-129.75931 45.82966),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.121,2017-08-23T09:37:00,14,220.391006,0,1976085.375,45.82965,-129.75931,2017-08-23T09:37:00,5000,2017-08-23T09:42:00,2591.635,,,,1.9869,,3.150332,,34.553,,,,,,,,71.648484,0.002,-0.001,4,,,,,,34.625,,,,,,,,,,,POINT (-129.75931 45.82965),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.122,2017-08-23T09:37:00,14,220.391006,0,1976095.875,45.82956,-129.75927,2017-08-23T09:37:00,5000,2017-08-23T09:59:00,2450.555,,,,2.0009,,3.147098,,34.5652,,,,,,,,67.36291,0.001,0.002,1.4,,,,,,34.618,,,,,,,,,,,POINT (-129.75927 45.82956),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.123,2017-08-23T09:37:00,14,220.391006,0,1976097,45.82955,-129.75927,2017-08-23T09:37:00,5000,2017-08-23T09:59:00,2450.555,,,,2.0009,,3.147098,,34.5652,,,,,,,,65.249262,0,0,,,,,,,34.617,,,,,,,,,,,POINT (-129.75927 45.82955),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.124,2017-08-25T23:32:00,15,220.391006,0,2387713,44.36829,-124.95278,2017-08-25T23:32:00,5000,2017-08-25T23:37:00,573.822,,,,5.4288,,3.320712,,33.9779,,,,,,,,63.471905,,,,,,,,,34.142,,,,,,,,,,,POINT (-124.95278 44.36829),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.125,2017-08-25T23:32:00,15,220.391006,0,2387713,44.36829,-124.95278,2017-08-25T23:32:00,5000,2017-08-25T23:37:00,573.822,,,,5.4288,,3.320712,,33.9779,,,,,,,,54.695871,0.02,0.134,1.13,,,,,,34.18,,,,,,,,,,,POINT (-124.95278 44.36829),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.126,2017-08-25T23:32:00,15,220.391006,0,2387713,44.36829,-124.95278,2017-08-25T23:32:00,5000,2017-08-25T23:37:00,573.822,,,,5.4288,,3.320712,,33.9779,,,,,,,,25.531098,0.008,0.044,1.16,,,,,,34.138,,,,,,,,,,,POINT (-124.95278 44.36829),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
fffe2293-19ad-55f4-83dd-1e97b5854063.127,2017-08-25T23:32:00,15,220.391006,0,2387713,44.36829,-124.95278,2017-08-25T23:32:00,5000,2017-08-25T23:37:00,573.822,,,,5.4288,,3.320712,,33.9779,,,,,,,,25.698512,0.007,0.038,1.16,,,,,,34.139,,,,,,,,,,,POINT (-124.95278 44.36829),ooi.ocdi.ocdi,Cabled-8_RR1713-RR1717_Discrete_Summary
